1059954777	20220824	202208	2022	2022.6411	JOR	JORDAN	JOR								EGY	EGYPT	EGY								0	057	057	05	1	8.0	4	1	4	-0.45662100456621	1	Jordan	JO	JO		31	36	JO	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	1	Jordan	JO	JO		31	36	JO	20220824103000	https://www.aa.com.tr/en/africa/tunisia-says-committed-by-arab-boycott-of-israel/2668286
1059954778	20220824	202208	2022	2022.6411	JORELI	HASSAN	JOR					ELI			ISR	ISRAEL	ISR								1	040	040	04	1	1.0	1	1	1	-4.80427046263345	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954779	20220824	202208	2022	2022.6411	JORELI	HASSAN	JOR					ELI			PSE	PALESTINIAN	PSE								1	040	040	04	1	1.0	1	1	1	-4.80427046263345	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20220824103000	https://www.timesofisrael.com/hezbollah-islamic-jihad-heads-meet-in-lebanon-for-talks-on-gaza-future-cooperation/
1059954780	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		1	031	031	03	1	5.2	4	1	4	0.579710144927534	1	Japan	JA	JA		36	138	JA	0								4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20220824103000	https://www.datacenterdynamics.com/en/news/edge-centres-begins-work-on-first-edge-facility-in-thailand/
1059954781	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		1	090	090	09	2	-2.0	3	1	3	-2.76564774381369	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954782	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		1	090	090	09	2	-2.0	1	1	1	-2.76564774381369	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	0								4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059954783	20220824	202208	2022	2022.6411	JPN	JAPAN	JPN																		1	190	190	19	4	-10.0	15	1	10	-1.34730538922156	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824103000	https://techxplore.com/news/2022-08-japan-nuclear-reactors.html
1059954784	20220824	202208	2022	2022.6411	JUD	SUPREME COURT						JUD													1	010	010	01	1	0.0	5	1	5	5.34016093635699	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824103000	https://www.thelawyermag.com/au/news/general/dmaw-lawyers-homegrown-star-had-to-act-opposite-her-first-boss-in-the-supreme-court/417921
1059954785	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD													0	010	010	01	1	0.0	10	1	10	-6.01719197707736	4	Sungai Buloh, Malaysia (general), Malaysia	MY	MY00	18585	3.2	101.583	-2403018	0								4	Sungai Buloh, Malaysia (general), Malaysia	MY	MY00	18585	3.2	101.583	-2403018	20220824103000	https://www.theedgemarkets.com/article/1mdb-critic-khairuddin-wins-unlawful-detention-suit-gets-rm300000-damages
1059954786	20220824	202208	2022	2022.6411	JUD	COUNSEL						JUD													0	020	020	02	1	3.0	20	1	10	5.34016093635699	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824103000	https://www.thelawyermag.com/au/news/general/dmaw-lawyers-homegrown-star-had-to-act-opposite-her-first-boss-in-the-supreme-court/417921
1059954787	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD													1	051	051	05	1	3.4	8	1	8	-2.33644859813084	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824103000	https://triblive.com/opinion/editorial-why-wont-gop-lawmakers-fix-the-voting-law-they-dont-like/
1059954788	20220824	202208	2022	2022.6411	JUD	COUNSEL						JUD													0	060	060	06	2	6.0	10	1	10	5.34016093635699	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824103000	https://www.thelawyermag.com/au/news/general/dmaw-lawyers-homegrown-star-had-to-act-opposite-her-first-boss-in-the-supreme-court/417921
1059954789	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD													1	100	100	10	3	-5.0	10	1	10	-10.5485232067511	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824103000	https://www.sundayworld.com/crime/courts/warrant-issued-for-arrest-of-doorman-facing-trial-for-pushing-man-who-broke-his-hip/211604287.html
1059954790	20220824	202208	2022	2022.6411	JUD	TRIBUNAL						JUD													1	110	110	11	3	-2.0	1	1	1	-1.85185185185185	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824103000	https://www.dawn.com/news/1706557/lhcs-election-tribunal-allows-imran-to-contest-by-polls-in-na-108-na-118
1059954791	20220824	202208	2022	2022.6411	JUD	TRIBUNAL						JUD													1	110	110	11	3	-2.0	4	1	4	-1.85185185185185	4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	0								4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	20220824103000	https://www.dawn.com/news/1706557/lhcs-election-tribunal-allows-imran-to-contest-by-polls-in-na-108-na-118
1059954792	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			AUS	ADELAIDE	AUS								1	043	043	04	1	2.8	5	1	5	5.34016093635699	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824103000	https://www.thelawyermag.com/au/news/general/dmaw-lawyers-homegrown-star-had-to-act-opposite-her-first-boss-in-the-supreme-court/417921
1059954793	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD			CVL	RESIDENTS						CVL			1	036	036	03	1	4.0	4	1	4	-4.06885758998435	3	Knox County, Maine, United States	US	USME	ME013	43.8501	-69.3328	581292	3	Knox County, Maine, United States	US	USME		43.8501	-69.3328	581292	3	Knox County, Maine, United States	US	USME		43.8501	-69.3328	581292	20220824103000	https://knox.villagesoup.com/2022/08/24/legality-of-airport-moratorium-questioned/
1059954794	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	6	1	6	-5.2927927927928	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20220824103000	https://www.dawn.com/news/1706558/islamabad-court-rejects-police-request-for-7-day-extension-in-shahbaz-gills-physical-remand
1059954795	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			LEG	LEGISLATOR						LEG			0	010	010	01	1	0.0	10	1	10	-1.55440414507772	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824103000	https://indyweek.com/news/northcarolina/nc-supreme-court-keeps-nc-naacp-challenge-to-voter-id-alive/
1059954796	20220824	202208	2022	2022.6411	JUD	LAWYER						JUD			LEG	LEGISLATOR						LEG			0	020	020	02	1	3.0	10	1	10	-1.55440414507772	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20220824103000	https://indyweek.com/news/northcarolina/nc-supreme-court-keeps-nc-naacp-challenge-to-voter-id-alive/
1059954797	20220824	202208	2022	2022.6411	JUD	PROSECUTOR						JUD			LEG	PARLIAMENT						LEG			0	090	090	09	2	-2.0	10	1	10	-5.2927927927928	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20220824103000	https://www.dawn.com/news/1706558/islamabad-court-rejects-police-request-for-7-day-extension-in-shahbaz-gills-physical-remand
1059954798	20220824	202208	2022	2022.6411	JUD	HIGH COURT						JUD			MED	JOURNALIST						MED			1	020	020	02	1	3.0	4	1	4	-6.52741514360313	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20220824103000	https://www.prokerala.com/news/articles/a1338437.html
1059954799	20220824	202208	2022	2022.6411	JUD	HIGH COURT						JUD			MED	JOURNALIST						MED			1	120	120	12	3	-4.0	4	1	4	-6.52741514360313	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20220824103000	https://www.prokerala.com/news/articles/a1338437.html
1059954800	20220824	202208	2022	2022.6411	JUD	TRIBUNAL						JUD			PAK	PAKISTAN	PAK								1	110	110	11	3	-2.0	1	1	1	-1.85185185185185	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824103000	https://www.dawn.com/news/1706557/lhcs-election-tribunal-allows-imran-to-contest-by-polls-in-na-108-na-118
1059954801	20220824	202208	2022	2022.6411	JUD	TRIBUNAL						JUD			PAK	PAKISTAN	PAK								1	110	110	11	3	-2.0	4	1	4	-1.85185185185185	4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	4	Mardan, North-West Frontier, Pakistan	PK	PK03	40345	34.2019	72.0525	-2768636	20220824103000	https://www.dawn.com/news/1706557/lhcs-election-tribunal-allows-imran-to-contest-by-polls-in-na-108-na-118
1059954802	20220824	202208	2022	2022.6411	JUD	ANTI TERRORISM COURT						JUD			PAK	PAKISTAN	PAK								1	173	173	17	4	-5.0	4	1	4	-9.86547085201792	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824103000	https://arynews.tv/terrorism-case-imran-khan-decides-to-approach-atc-for-pre-arrest-bail/
1059954803	20220824	202208	2022	2022.6411	JUD	ANTI TERRORISM COURT						JUD			PAKJUD	ISLAMABAD	PAK					JUD			1	173	173	17	4	-5.0	6	1	6	-9.86547085201792	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824103000	https://arynews.tv/terrorism-case-imran-khan-decides-to-approach-atc-for-pre-arrest-bail/
1059954804	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	-2.33644859813084	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824103000	https://triblive.com/opinion/editorial-why-wont-gop-lawmakers-fix-the-voting-law-they-dont-like/
1059954805	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	110	110	11	3	-2.0	2	1	2	-2.33644859813084	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824103000	https://triblive.com/opinion/editorial-why-wont-gop-lawmakers-fix-the-voting-law-they-dont-like/
1059954806	20220824	202208	2022	2022.6411	JUD	JUDGE						JUD			USA	IDAHO	USA								1	172	172	17	4	-5.0	8	1	8	-5.8659217877095	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220824103000	https://www.mtexpress.com/news/health/district-judge-to-decide-by-wednesday-whether-to-pause-idaho-s-trigger-ban-on-abortions/article_c6794848-2318-11ed-99f4-6b2d0e76ee2c.html
1059954807	20220824	202208	2022	2022.6411	JUD	ATTORNEY						JUD			USAGOV	ARIZONA	USA					GOV			1	042	042	04	1	1.9	1	1	1	-1.4477766287487	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824103000	https://newrepublic.com/article/167513/adrian-fontes-arizona-democrat-secretary-state
1059954808	20220824	202208	2022	2022.6411	JUDJUD	HIGH COURT						JUD	JUD												1	016	016	01	1	-2.0	10	1	10	-6.01719197707736	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20220824103000	https://www.theedgemarkets.com/article/1mdb-critic-khairuddin-wins-unlawful-detention-suit-gets-rm300000-damages
1059954809	20220824	202208	2022	2022.6411	KAZ	KAZAKHSTAN	KAZ								AZE	AZERBAIJANI	AZE								0	026	026	02	1	4.0	10	1	10	2.08574739281576	4	Kuryk, Mangghystau, Kazakhstan	KZ	KZ09	37263	43.2	51.65	-2336914	4	Baku, Baki*, Azerbaijan	AJ	AJ09	534	40.3953	49.8822	-2705195	4	Kuryk, Mangghystau, Kazakhstan	KZ	KZ09	37263	43.2	51.65	-2336914	20220824103000	https://menafn.com/1104747192/Besides-Economic-Interest-Rich-Cultural-And-Historical-Ties-Unite-Kazakhstan-And-Azerbaijan-Kazakh-Media
1059954810	20220824	202208	2022	2022.6411	KEN	KENYA	KEN																		1	090	090	09	2	-2.0	4	1	4	-1.54798761609907	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	0								4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824103000	https://www.capitalfm.co.ke/news/2022/08/cs-magoha-rules-out-extension-of-school-calendar/
1059954811	20220824	202208	2022	2022.6411	KEN	KENYA	KEN																		1	173	173	17	4	-5.0	4	1	4	-4.21940928270042	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	0								4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	20220824103000	https://www.capitalfm.co.ke/news/2022/08/kimili-mp-elect-didmus-barasa-charged-with-murder-of-opponents-aide/
1059954812	20220824	202208	2022	2022.6411	KEN	NAIROBI	KEN								EDU	SCHOOL						EDU			1	120	120	12	3	-4.0	10	1	10	-1.54798761609907	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824103000	https://www.capitalfm.co.ke/news/2022/08/cs-magoha-rules-out-extension-of-school-calendar/
1059954813	20220824	202208	2022	2022.6411	KEN	NAIROBI	KEN								KENGOV	NAIROBI	KEN					GOV			1	010	010	01	1	0.0	9	1	9	-0.79051383399209	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20220824103000	https://www.capitalfm.co.ke/news/2022/08/sakaja-describes-nms-term-as-cocktail-of-hits-and-misses/
1059954814	20220824	202208	2022	2022.6411	KEN	NAIROBI	KEN								KENLEG	KENYA	KEN					LEG			1	016	016	01	1	-2.0	8	1	8	-4.21940928270042	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824103000	https://www.capitalfm.co.ke/news/2022/08/kimili-mp-elect-didmus-barasa-charged-with-murder-of-opponents-aide/
1059954815	20220824	202208	2022	2022.6411	KEN	NAIROBI	KEN								KENLEG	KENYA	KEN					LEG			1	190	190	19	4	-10.0	8	1	8	-4.21940928270042	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824103000	https://www.capitalfm.co.ke/news/2022/08/kimili-mp-elect-didmus-barasa-charged-with-murder-of-opponents-aide/
1059954816	20220824	202208	2022	2022.6411	KEN	KENYAN	KEN								KENMIL	KENYA	KEN					MIL			0	070	070	07	2	7.0	2	1	2	-0.16920473773266	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824103000	https://www.timesaerospace.aero:443/features/defence/chinese-uav-exports-find-plenty-of-new-targets
1059954817	20220824	202208	2022	2022.6411	KEN	KENYAN	KEN								KENMIL	KENYA	KEN					MIL			0	070	070	07	2	7.0	2	1	2	-0.16920473773266	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20220824103000	https://www.timesaerospace.aero:443/features/defence/chinese-uav-exports-find-plenty-of-new-targets
1059954818	20220824	202208	2022	2022.6411	KEN	NAIROBI	KEN								LEG	MEMBER OF PARLIAMENT						LEG			1	016	016	01	1	-2.0	2	1	2	-4.21940928270042	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	20220824103000	https://www.capitalfm.co.ke/news/2022/08/kimili-mp-elect-didmus-barasa-charged-with-murder-of-opponents-aide/
1059954819	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								LEG	LEGISLATOR						LEG			1	173	173	17	4	-5.0	8	1	8	-4.21940928270042	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	4	Kakamega, Western, Kenya	KE	KE09	18585	0.284219	34.7523	-2247498	20220824103000	https://www.capitalfm.co.ke/news/2022/08/kimili-mp-elect-didmus-barasa-charged-with-murder-of-opponents-aide/
1059954820	20220824	202208	2022	2022.6411	KEN	NAIROBI	KEN								LEG	MEMBER OF PARLIAMENT						LEG			1	190	190	19	4	-10.0	2	1	2	-4.21940928270042	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	4	Kimilili, Western, Kenya	KE	KE09	18585	0.782966	34.7193	-2250864	20220824103000	https://www.capitalfm.co.ke/news/2022/08/kimili-mp-elect-didmus-barasa-charged-with-murder-of-opponents-aide/
1059954821	20220824	202208	2022	2022.6411	KEN	NAKURU	KEN								MED	MEDIA						MED			1	010	010	01	1	0.0	5	1	5	-1.93548387096775	0								0								0								20220824103000	https://mpasho.co.ke/entertainment/2022-08-24-5-reasons-why-nakuru-has-trended/
1059954822	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								MIL	ATTACK HELICOPTER						MIL			0	020	020	02	1	3.0	8	1	8	-0.16920473773266	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	1	Jordan	JO	JO		31	36	JO	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824103000	https://www.timesaerospace.aero:443/features/defence/chinese-uav-exports-find-plenty-of-new-targets
1059954823	20220824	202208	2022	2022.6411	KEN	KENYA	KEN								MIL	ATTACK HELICOPTER						MIL			0	020	020	02	1	3.0	2	1	2	-0.16920473773266	1	Tunisia	TS	TS		34	9	TS	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824103000	https://www.timesaerospace.aero:443/features/defence/chinese-uav-exports-find-plenty-of-new-targets
1059954824	20220824	202208	2022	2022.6411	KENGOVHLH	NAKURU	KEN					GOV	HLH												1	130	130	13	3	-4.4	5	1	5	-1.93548387096775	0								0								0								20220824103000	https://mpasho.co.ke/entertainment/2022-08-24-5-reasons-why-nakuru-has-trended/
1059954825	20220824	202208	2022	2022.6411	KENMIL	KENYAN	KEN					MIL													0	070	070	07	2	7.0	6	1	6	-0.16920473773266	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	0								4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824103000	https://www.timesaerospace.aero:443/features/defence/chinese-uav-exports-find-plenty-of-new-targets
1059954826	20220824	202208	2022	2022.6411	KENMIL	KENYA	KEN					MIL			MIL	ATTACK HELICOPTERS						MIL			0	020	020	02	1	3.0	5	1	5	-0.16920473773266	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	4	Embakasi, Nairobi Area, Kenya	KE	KE05	18585	-1.3	36.9167	-2244234	20220824103000	https://www.timesaerospace.aero:443/features/defence/chinese-uav-exports-find-plenty-of-new-targets
1059954827	20220824	202208	2022	2022.6411	KHM	CAMBODIA	KHM																		1	120	120	12	3	-4.0	10	1	10	-11.1413043478261	1	Cambodia	CB	CB		13	105	CB	0								1	Cambodia	CB	CB		13	105	CB	20220824103000	https://www.borgenmagazine.com/cambodian-deforestation-and-poverty/
